Title,Publication Number,Status,Country,File Year,Grant Year,Priority Year,Publication Year,Expiration Year,Ultimate Parent,Normalized Assignee,origin,fixed,floating,gravity-based,jacket,monopile,tripod,tripile,suction bucket,tlp,spar,semi-submersible,Region
"Tilt adjustment system, adjusting method and offshore wind turbine",CN106762442,Active,CN,2016.0,2019.0,2016.0,2019.0,2036.0,"Beijing Goldwind Science And Creation Windpower Equipment Co., Ltd.","Beijing Goldwind Science And Creation Windpower Equipment Co., Ltd.",False,False,False,False,False,False,False,False,False,False,False,False,East Asia
Power generation with marine energy system suitable for offshore platform frequency conversion drive trepan,CN107269454,Active,CN,2017.0,2019.0,2017.0,2019.0,2037.0,Shanghai Maritime University,Shanghai Maritime University,False,True,False,False,False,False,False,False,False,False,False,False,East Asia
Polyurethane hybrid system combining high compressive strength and early water resistance,US20190039953,Active,US,2018.0,,2014.0,2019.0,2035.0,Sika Ag,Sika Technology Ag,False,True,False,False,False,False,False,False,False,False,False,False,North America
Self-supporting support structure for wind turbine equipment,US20190040844,Active,US,2018.0,,2017.0,2019.0,2038.0,Deme Offshore Be N.v.,Deme Offshore Be N.v.,False,True,False,False,False,False,False,False,False,False,False,False,North America
Hull for a floating wind turbine platform,US10202170,Active,US,2016.0,2019.0,2015.0,2019.0,2036.0,University Of Maine,University Of Maine System Board Of Trustees,False,False,True,False,False,False,False,False,False,False,False,True,North America
Damping device for onshore and offshore wind turbines,EP3441609,Active,EP,2018.0,,2017.0,2019.0,2038.0,General Electric Company,General Electric Company,False,True,False,False,True,False,False,False,False,False,False,False,Europe
Cathodic protection for offshore wind turbine steel support structures,WO2019025316,Expired,WO,2018.0,,2017.0,2019.0,2020.0,Rsted Wind Power As,Rsted Wind Power As,True,True,False,False,False,False,False,False,False,False,False,False,Other
Floating wind turbine,SK1222018,Expired,SK,2018.0,2019.0,2018.0,2019.0,2019.0,,,True,False,True,False,False,False,False,False,False,False,False,False,Europe
Method for onshore or offshore erecting an upstanding construction,NL2018176,Active,NL,2017.0,2018.0,2017.0,2018.0,2037.0,Shv Holdings N.v.,Mammoet Holding B.v.,True,True,False,False,False,False,False,False,False,False,False,False,Europe
An offshore monopile foundation for a wind energy turbine,NL2018646,Active,NL,2017.0,2018.0,2017.0,2018.0,2037.0,Fistuca Bv,Fistuca Bv,True,True,False,False,False,True,False,False,False,False,False,False,Europe
Sea ice monitoring device,CN208476314,Active,CN,2018.0,2019.0,2018.0,2019.0,2028.0,China Three Gorges New Energy Corp.,China Three Gorges New Energy Corp.,True,True,False,False,False,False,False,False,False,False,False,False,East Asia
A kind of intelligent anticorrosion equipment of salt fog purification,CN208458339,Active,CN,2018.0,2019.0,2018.0,2019.0,2028.0,China Electric Apparatus Research Institute,China Electric Apparatus Research Institute,True,False,False,False,False,False,False,False,False,False,False,False,East Asia
Offshore wind farm course communication system,CN208461841,Active,CN,2018.0,2019.0,2018.0,2019.0,2028.0,"Guangdong Electric Power Design Institute Of China Energy Engineering Group Co., Ltd.","Guangdong Electric Power Design Institute Of China Energy Engineering Group Co., Ltd.",True,True,False,False,False,False,False,False,False,False,False,False,East Asia
Marine concentrating type floats wind power platform,CN208470081,Active,CN,2018.0,2019.0,2018.0,2019.0,2028.0,"Shenzhen Hispeed Floating Island Technology Development Co., Ltd.","Shenzhen Hispeed Floating Island Technology Development Co., Ltd.",True,False,True,False,False,False,False,False,False,False,False,False,East Asia
The marine growth protective jacket of offshore wind plant wind turbine foundation stake,CN208472715,Active,CN,2018.0,2019.0,2018.0,2019.0,2028.0,"Shanghai Investigation, Design And Research Inst.","Shanghai Investigation, Design And Research Inst.",True,True,False,False,False,False,False,False,False,False,False,False,East Asia
Offshore wind turbine prestressing force gravity type foundation,CN208472751,Active,CN,2018.0,2019.0,2018.0,2019.0,2028.0,"Shanghai Investigation, Design And Research Inst.","Shanghai Investigation, Design And Research Inst.",True,True,False,True,False,False,False,False,False,False,False,False,East Asia
The anti-violent typhoon wind power system of floating type high-efficiency,CN208456781,Active,CN,2018.0,2019.0,2018.0,2019.0,2028.0,,,True,False,False,False,False,False,False,False,False,False,False,False,East Asia
A kind of offshore wind farm job platform,CN208456782,Active,CN,2018.0,2019.0,2018.0,2019.0,2028.0,Xuchang University,Xuchang University,True,True,False,False,False,False,False,False,False,False,False,False,East Asia
A kind of two fans deep water offshore wind-powered electricity generation buoyant foundation,CN208456786,Active,CN,2018.0,2019.0,2018.0,2019.0,2028.0,"Jiangsu Longyuan Off-shore Wind Power Generation Co., Ltd.","Jiangsu Longyuan Off-shore Wind Power Generation Co., Ltd.",True,True,True,False,False,False,False,False,False,False,False,True,East Asia
"Ice-breaking rotor unit, offshore foundation and offshore wind turbine",CN109306690,Active,CN,2018.0,,2018.0,2019.0,2038.0,"Jiangsu Jinfeng Agricultural Science And Technologyco., Ltd.","Jiangsu Jinfeng Agricultural Science And Technologyco., Ltd.",True,True,False,False,False,False,False,False,False,False,False,False,East Asia
A kind of novel sea energy self-cleaning power generation buoy,CN109292043,Expired,CN,2018.0,2019.0,2018.0,2019.0,2019.0,Jiangsu University,Jiangsu University Of Science And Technology,True,False,True,False,False,False,False,False,False,True,False,False,East Asia
Offshore wind farm construction drilling rod mobile device,CN109296324,Active,CN,2018.0,,2018.0,2019.0,2038.0,"Hengtong Ocean Engineering Co., Ltd.","Hengtong Ocean Engineering Co., Ltd.",True,False,False,False,False,False,False,False,False,False,False,False,East Asia
A kind of wind-force wave power generation device,CN109296501,Active,CN,2018.0,,2018.0,2019.0,2038.0,"Hanzhong Sparta Technology Co., Ltd.","Hanzhong Sparta Technology Co., Ltd.",True,False,False,False,False,False,False,False,False,False,False,False,East Asia
A kind of novel offshore wind farm combination pilework and its construction method,CN109267581,Active,CN,2018.0,,2018.0,2019.0,2038.0,"Fujian Yonking Geotechnical Co., Ltd.","Fujian Yonking Geotechnical Co., Ltd.",True,True,False,False,False,True,False,False,False,False,False,False,East Asia
"It is a kind of to improve the wind energy of energy conversion rate, ocean energy composite generating set",CN109268198,Active,CN,2016.0,,2016.0,2019.0,2036.0,"Fujian Xinneng Offshore Wind Power R And D Center Co., Ltd.","Fujian Xinneng Offshore Wind Power R And D Center Co., Ltd.",False,False,False,False,False,False,False,False,False,False,False,False,East Asia
"It is a kind of to improve the wind energy of efficiency of transmission, ocean energy composite generating set",CN109268199,Active,CN,2016.0,,2016.0,2019.0,2036.0,"Fujian Xinneng Offshore Wind Power R And D Center Co., Ltd.","Fujian Xinneng Offshore Wind Power R And D Center Co., Ltd.",False,False,False,False,False,False,False,False,False,False,False,False,East Asia
A kind of sea spar type 5mw buoyant wind generation platform,CN109278949,Active,CN,2018.0,,2018.0,2019.0,2038.0,China Shipping (group) Company,"China Shipping Industry Co., Ltd.",True,True,True,True,False,False,False,False,False,False,True,False,East Asia
A kind of oversea wind power generation and fishery cage culture mixed type floating platform,CN109278950,Active,CN,2018.0,,2018.0,2019.0,2038.0,China Shipping (group) Company,"China Shipping Industry Co., Ltd.",True,True,True,True,False,False,False,False,False,False,False,False,East Asia
A kind of truss-like floating marine wind power platform,CN109281804,Active,CN,2018.0,,2018.0,2019.0,2038.0,"Suzhou Start Electromechanical Technology Co., Ltd.","Suzhou Start Electromechanical Technology Co., Ltd.",True,True,False,False,True,False,False,False,False,False,False,False,East Asia
A kind of sea semisubmersible-type 5mw buoyant wind generation platform,CN109263818,Active,CN,2018.0,,2018.0,2019.0,2038.0,China Shipping (group) Company,"China Shipping Industry Co., Ltd.",True,True,False,True,False,False,False,False,False,False,False,False,East Asia
"Oversea wind, photovoltaic power generation and cage culture integrated system",CN109263819,Active,CN,2018.0,,2018.0,2019.0,2038.0,Continental Ag,China Ltd Continental,True,True,True,False,False,True,False,False,False,False,True,False,East Asia
A kind of sinkage experiment method for deep diving bottom-sitting type wind energy project ship,CN109263820,Active,CN,2018.0,,2018.0,2019.0,2038.0,Cssc Huangpu Shipbuilding Co Ltd,Cssc Huangpu Shipbuilding Co Ltd,True,False,False,False,False,False,False,False,False,False,False,False,East Asia
A kind of retort of sea water desalination,CN109264806,Active,CN,2018.0,,2018.0,2019.0,2038.0,,,True,False,False,False,False,False,False,False,False,False,False,False,East Asia
"Autonomous sustainable wind unit, multi-blade reticular rotor, energy accumulator and energy converter and uses",AU2017277083,Active,AU,2017.0,,2016.0,2019.0,2037.0,,,False,True,True,False,True,False,False,False,False,False,False,False,Oceanic
Flywheel energy storage device and method of its use,AU2017220769,Active,AU,2017.0,2019.0,2016.0,2019.0,2037.0,"Niore Ip, S.r.o.","Niore Ip, S.r.o.",False,False,False,False,False,False,False,False,False,False,False,False,Oceanic
Damping device for onshore and offshore wind turbines,US20190048855,Expired,US,2017.0,2019.0,2017.0,2019.0,2019.0,General Electric Company,General Electric Company,True,True,False,False,True,False,False,False,False,False,False,False,North America
Lift-driven wind turbine with force canceling blade configuration,US10208734,Active,US,2016.0,2019.0,2015.0,2019.0,2036.0,Continuum Dynamics Inc Po Box 3073 Princeton Nj 08540 A Corp Of New Jersey,Continuum Dynamics Inc New Jersey,False,False,False,False,False,False,False,False,False,False,False,False,North America
Floating marine wind turbine,US20190055928,Active,US,2018.0,,2001.0,2019.0,2021.0,Douglas Selsam,Douglas Selsam,False,True,False,False,False,False,False,False,False,False,False,False,North America
Method and device for establishing preferably offshore installations,DE102017007685,Active,DE,2017.0,,2017.0,2019.0,2037.0,Owt Offshore Wind Technologie Gmbh,Owt Offshore Wind Technologie Gmbh,False,True,False,False,False,False,False,False,False,False,False,False,Europe
Floating hybrid composite wind turbine platform and tower system,EP2635489,Active,EP,2011.0,2019.0,2010.0,2019.0,2031.0,University Of Maine,University Of Maine System Board Of Trustees,False,True,True,False,False,False,False,False,False,True,False,True,Europe
Wind power generation system,EP3034388,Active,EP,2015.0,2019.0,2014.0,2019.0,2035.0,"Hitachi, Ltd.","Hitachi, Ltd.",False,False,True,False,False,False,False,False,False,False,True,False,Europe
Process to place a wind turbine,NL2021129,Expired,NL,2018.0,2019.0,2018.0,2018.0,2019.0,"Marine Innovations, Inc.","Marine Innovations, Inc.",True,False,False,False,False,False,False,False,False,False,False,False,Europe
A floating wind power generator having a plurality of power conversion devices,KR20190006986,Expired,KR,2017.0,,2016.0,2019.0,2019.0,Aerodyn Consulting Singapore Pte Ltd,Aerodyn Consulting Singapore Pte Ltd,False,False,True,False,False,False,False,False,False,False,False,True,East Asia
Winding equipment,JP6465445,Active,JP,2017.0,2019.0,2016.0,2019.0,2037.0,Chong-ia Precision Industry Co,Chong-ia Precision Industry Co Ltd,False,True,False,False,False,False,False,False,False,False,False,False,East Asia
Procedure for the offshore installation of power cables for windmill systems and sea vessels,DK3086424,Active,DK,2015.0,2019.0,2015.0,2019.0,2035.0,Siemens Ag,Siemens Aktiengesellschaft,False,True,False,False,False,False,False,False,False,False,False,False,Europe
A kind of offshore wind farm gravity block basis,CN208486284,Active,CN,2018.0,2019.0,2018.0,2019.0,2028.0,China Three Gorges Corporation,China Three Gorges Corporation,True,True,False,False,False,False,False,False,False,False,False,False,East Asia
A kind of water wind energy reoxygenation device and its method,CN105417681,Active,CN,2015.0,2019.0,2015.0,2019.0,2035.0,Northeast Normal University,Northeast Normal University,False,False,False,False,False,False,False,False,False,False,False,False,East Asia
The compressing mechanism of vertical winding machine,CN109319590,Active,CN,2018.0,,2018.0,2019.0,2038.0,"Wuxi Juyi Tongchuang Technology Co., Ltd.","Wuxi Juyi Tongchuang Technology Co., Ltd.",True,False,False,False,False,False,False,False,False,False,False,False,East Asia
Wind energy on the sea wave energy combined generating system,CN109322780,Active,CN,2018.0,,2018.0,2019.0,2038.0,"Guodian United Power Technology Co., Ltd.","Guodian United Power Technology Co., Ltd.",True,True,False,True,False,True,False,False,False,False,False,False,East Asia
Offshore wind farm jacket and preparation method thereof,CN109322794,Active,CN,2018.0,,2018.0,2019.0,2038.0,"Guangdong Huakun New Energy Co., Ltd.","Guangdong Huakun New Energy Co., Ltd.",True,True,False,False,False,False,False,False,False,False,False,False,East Asia
A kind of large marine wind energy conversion system buoyant foundation,CN109322795,Active,CN,2018.0,,2018.0,2019.0,2038.0,"Guoyue (shenzhen) Technology Investment Co., Ltd.","Guoyue (shenzhen) Technology Investment Co., Ltd.",True,False,False,False,False,False,False,False,False,False,False,False,East Asia
"Method of construction, assembly, and launch of a floating wind turbine platform",US10215161,Active,US,2016.0,2019.0,2015.0,2019.0,2036.0,University Of Maine,University Of Maine System Board Of Trustees,False,True,True,True,False,False,False,False,False,False,False,True,North America
"Autonomous sustainable wind unit, multi-blade reticular rotor, energy accumulator and energy converter and uses",IN201817046013,Active,IN,2018.0,,2018.0,2019.0,2038.0,Gonzu0000lez P Rez Adolfo,Gonzu0000lez P Rez Adolfo,True,True,True,False,True,False,False,False,False,False,False,False,South and South-east Asia
"Offshore station, foundation for an offshore station, and method for building an offshore station",IN306779,Active,IN,2009.0,2019.0,2009.0,2019.0,2029.0,Max Bgl Stiftung And Co. Kg,Max Bgl Stiftung And Co. Kg,False,True,False,False,False,False,False,False,False,False,False,False,South and South-east Asia
Method for assembling a wind turbine and a wind turbine system,GB2565969,Active,GB,2018.0,,2017.0,2019.0,2038.0,Sense Wind Limited,Sense Wind Limited,False,True,False,False,False,False,False,False,False,False,False,False,Europe
Floating wind turbine platform and method of assembling,EP2836708,Active,EP,2013.0,2019.0,2012.0,2019.0,2033.0,University Of Maine,University Of Maine System Board Of Trustees,False,False,True,False,False,False,False,False,False,False,False,False,Europe
Floating wind turbine support system,EP3049668,Active,EP,2014.0,2019.0,2013.0,2019.0,2034.0,University Of Maine,University Of Maine System Board Of Trustees,False,False,True,False,False,False,False,False,False,False,False,True,Europe
A wind power plant,EP3250818,Active,EP,2015.0,2019.0,2015.0,2019.0,2035.0,Quick Response As,Quick Response As,False,True,True,False,False,False,False,False,False,False,False,False,Europe
Method for producing a foundation for offshore systems,WO2019034281,Expired,WO,2018.0,,2017.0,2019.0,2020.0,Owt Offshore Wind Technologie Gmbh,Owt Offshore Wind Technologie Gmbh,True,True,False,False,False,False,False,False,False,False,False,False,Other
Ship for transporting a wind turbine onto an“offshore”site and method for placing it,KR101941590,Active,KR,2012.0,2019.0,2011.0,2019.0,2032.0,Stx France S.a.,Stx France Sa,False,True,True,True,False,False,False,False,False,False,False,True,East Asia
"System for obtaining isotonic water for irrigation, mixing fresh water and sea water",ES2667593,Active,ES,2016.0,2019.0,2016.0,2019.0,2036.0,,,False,False,False,False,False,False,False,False,False,False,False,False,Europe
Wind-photovoltaic complementary power supply system for both culturing microalgae,CN208522672,Active,CN,2018.0,2019.0,2018.0,2019.0,2028.0,,,True,False,False,False,False,False,False,False,False,False,False,False,East Asia
A kind of offshore wind farm high-rise pile cap foundation docking system,CN208501626,Active,CN,2018.0,2019.0,2018.0,2019.0,2028.0,"Zhongneng Power-tech Development Co.,ltd.","Zhongneng Power-tech Development Co.,ltd.",True,True,False,False,False,False,False,False,False,False,False,False,East Asia
A kind of tower rain-proof cover,CN208502956,Active,CN,2018.0,2019.0,2018.0,2019.0,2028.0,Dalian Joyum Heavy Industries Ltd,Dalian Joyum Heavy Industries Ltd,True,False,False,False,False,False,False,False,False,False,False,False,East Asia
"Tower structure, offshore wind turbine and its installation method",CN109356797,Active,CN,2018.0,,2018.0,2019.0,2038.0,"Beijing Tianshan Gaoke Wind Power Technology Co., Ltd.","Beijing Tianshan Gaoke Wind Power Technology Co., Ltd.",True,True,False,True,False,False,False,False,False,False,False,False,East Asia
A kind of energy acquisition device of the marine submerged floating tunnel of float-type,CN208498751,Active,CN,2018.0,2019.0,2018.0,2019.0,2028.0,Hainan Univ,Hainan University,True,False,False,False,False,False,False,False,False,False,False,False,East Asia
A kind of more sleeve joint reinforcement formula cylinder-shaped foundation structures of offshore wind turbine and its construction method,CN109339092,Active,CN,2018.0,,2018.0,2019.0,2038.0,Tianjin University,Tianjin University,True,True,False,False,False,False,False,False,True,False,False,False,East Asia
Regenerable marine energy utilizes device,CN109340050,Active,CN,2018.0,,2018.0,2019.0,2038.0,Jiangsu Maritime Institute,Jiangsu Maritime Institute,True,True,True,False,True,False,False,False,False,False,False,False,East Asia
"A kind of offshore wind farm unit integral installation method, soft landing power control system and its method",CN109340055,Active,CN,2018.0,,2018.0,2019.0,2038.0,Jiangsu University,Jiangsu University Of Science And Technology,True,True,False,False,False,False,False,False,False,False,False,False,East Asia
A kind of tool grinding device,CN109352520,Active,CN,2018.0,,2018.0,2019.0,2038.0,"Foshan Laoan Automation Technology Co., Ltd.","Foshan Laoan Automation Technology Co., Ltd.",True,False,False,False,False,False,False,False,False,False,False,False,East Asia
Float type offshore wind energy plant,CN107250533,Active,CN,2016.0,2019.0,2015.0,2019.0,2036.0,Okya Co,Okya Co,False,False,True,False,False,False,False,False,False,False,False,False,East Asia
It is a kind of sea buoyant wind power generation with fishery cage culture hybrid platform,CN109334883,Active,CN,2018.0,,2018.0,2019.0,2038.0,China Ship Science Research Center,China Ship Science Research Center,True,True,True,True,False,False,False,False,False,False,False,False,East Asia
Offshore combined power generation system,CN105201733,Active,CN,2009.0,2019.0,2008.0,2019.0,2029.0,Sbm Offshore N.v.,Single Buoy Moorings,False,False,False,False,False,False,False,False,False,False,False,False,East Asia
A kind of wind power collection system of offshore wind power plant method of cost accounting based on life cycle management,CN106410842,Active,CN,2016.0,2019.0,2016.0,2019.0,2036.0,Shanghai University Of Electric Power,Shanghai University Of Electric Power,False,True,False,False,False,False,False,False,False,False,False,False,East Asia
Airborne wind turbine,US20190072081,Active,US,2017.0,,2016.0,2019.0,2037.0,"Kitewing, LLC","Kitewing, LLC",False,True,False,False,False,False,False,False,False,False,False,False,North America
Method and system for system reinforcement of an onshore network,DE102017215821,Active,DE,2017.0,,2017.0,2019.0,2037.0,Fraunhofer-gesellschaft Zur Förderung Der Angewandten Forschung Ev,Fraunhofer Gesellschaft Zur F?rderung Der Angewandten Forschung E.v.,True,False,False,False,False,False,False,False,False,False,False,False,Europe
Floating platform for harnessing wind energy,SI3225835,Active,SI,2015.0,2019.0,2014.0,2019.0,2035.0,Saitec Offshore Technologies S.l.u.,Saitec Offshore Technologies S.l.u.,False,True,True,True,False,False,False,False,False,False,False,False,Europe
"Application of steel pipes for marine structures, and also containing one of steel pipes the support structure of marine structures",RU2017128432,Active,RU,2017.0,,2011.0,2019.0,2037.0,Evonik Industries Ag,Evonik Degussa Gmbh,False,True,False,False,False,True,True,True,False,False,False,False,EAPO
"Spiral generator of artificial tornado, hurricane, yellowdust, typhoon",KR101945876,Active,KR,2017.0,2019.0,2017.0,2019.0,2037.0,,,False,False,False,False,False,False,False,False,False,False,False,False,East Asia
Marine floating type small wind power generator improving power generation efficiency,KR101948432,Active,KR,2017.0,2019.0,2017.0,2019.0,2037.0,,,True,False,False,False,False,False,False,False,False,False,False,False,East Asia
"Autonomous wind turbine, multi-blade rotor, accumulator and energy conversion device and application",KR20190016095,Active,KR,2017.0,,2016.0,2019.0,2037.0,,,False,True,True,False,True,False,False,False,False,False,False,False,East Asia
Floating platform for harnessing wind energy,HRP20190042,Active,HR,2019.0,2019.0,2014.0,2019.0,2039.0,Saitec Offshore Technologies S.l.u.,Saitec Offshore Technologies S.l.u.,False,True,True,True,False,False,False,False,False,False,False,False,Europe
Floating platform-wind turbine assembly and method for orienting said assembly,ES2701735,Active,ES,2011.0,2019.0,2010.0,2019.0,2031.0,"Nordex Energy Spain, S.a.u.","Nordex Energy Spain, S.a.u.",False,False,True,False,False,False,False,False,False,False,False,False,Europe
Flywheel device for energy accumulation and method of its application,EA201891706,Active,EA,2017.0,,2016.0,2019.0,2037.0,"Niore Ip, S.r.o.","Niore Ip, S.r.o.",False,False,False,False,False,False,False,False,False,False,False,False,EAPO
Hubjoch for lifting goods with a crane,DE202018105530,Active,DE,2018.0,2019.0,2017.0,2019.0,2028.0,Ocean Team Group As,Ocean Team Group As,False,True,False,False,False,False,False,False,False,False,False,False,Europe
"Wind energy, water energy and photovoltaic compound electricity generation system",CN109372694,Active,CN,2018.0,,2018.0,2019.0,2038.0,"Eco-greenland (beijing) Energy Technology Co., Ltd.","Eco-greenland (beijing) Energy Technology Co., Ltd.",True,False,True,False,False,False,False,False,False,False,False,False,East Asia
A kind of offshore wind farm unit maintenance system,CN109376872,Active,CN,2018.0,,2018.0,2019.0,2038.0,Shanghai University Of Electric Power,Shanghai University Of Electric Power,True,True,False,False,False,False,False,False,False,False,False,False,East Asia
Marine windmill blade operating state monitoring system,CN106351803,Active,CN,2016.0,2019.0,2016.0,2019.0,2036.0,Guangzhou Special Pressure Equipment Inspection And Research Institute,Guangzhou Special Pressure Equipment Inspection And Research Institute,False,False,False,False,False,False,False,False,False,False,False,False,East Asia
A kind of wind-electricity complementary seawater desalination system,CN109368873,Active,CN,2018.0,,2018.0,2019.0,2038.0,"The Institute Of Seawater Desalination And Multipurpose Utilization, Soa (tianjin)","The Institute Of Seawater Desalination And Multipurpose Utilization, Soa (tianjin)",True,False,False,False,False,False,False,False,False,False,False,False,East Asia
One kind being used for offshore wind farm single pile pile sinking stable platform and its localization method,CN109371970,Active,CN,2018.0,,2018.0,2019.0,2038.0,"Nantong Sea Water Building Engineering Co., Ltd.","Nantong Sea Water Building Engineering Co., Ltd.",True,True,False,False,True,True,False,False,False,False,False,False,East Asia
A kind of more barrels of association type offshore wind turbine foundations of antiscour negative pressure in conjunction with artificial marine habitat,CN109372005,Active,CN,2018.0,,2018.0,2019.0,2038.0,Tianjin University,Tianjin University,True,True,False,False,False,False,False,False,False,False,False,False,East Asia
Offshore wind turbine foundation scour protection structure and its construction method,CN109372006,Active,CN,2018.0,,2018.0,2019.0,2038.0,Powerchina Huadong Engineering Corporation Limited,Powerchina Huadong Engineering Corporation Limited,True,True,False,False,False,False,False,False,False,False,False,False,East Asia
Coordinated control of a floating wind turbine,EP2807373,Active,EP,2013.0,2019.0,2012.0,2019.0,2033.0,Mhi Vestas Offshore Wind As,Mhi Vestas Offshore Wind As,False,False,True,False,False,False,False,False,False,False,False,False,Europe
Connection for connecting a tubular tower to lattice work,WO2019043272,Expired,WO,2017.0,,2017.0,2019.0,2020.0,Nabrawind Sl,Nabrawind Sl,True,True,False,False,False,False,False,False,False,False,False,False,Other
Support structure for offshore assemblies,PL2743401,Active,PL,2013.0,,2012.0,2019.0,2033.0,Maritime Offshore Group Gmbh,Maritime Offshore Group Gmbh,False,True,False,False,True,False,False,False,False,False,False,False,Europe
Floating and submersible high sea aquaculture installation,FR3067906,Active,FR,2017.0,,2017.0,2018.0,2037.0,,,False,False,True,False,False,False,False,False,False,False,False,True,Europe
Jack-bridge structure,DK3255211,Active,DK,2016.0,2019.0,2016.0,2019.0,2036.0,Neptun Ship Design Gmbh,Neptun Ship Design Gmbh,False,False,False,False,False,False,False,False,False,False,False,False,Europe
Electric energy transmitting system for marine wind electric field,CN208571605,Active,CN,2018.0,2019.0,2018.0,2019.0,2028.0,Powerchina Huadong Engineering Corporation Limited,Powerchina Huadong Engineering Corporation Limited,True,False,False,False,False,False,False,False,False,False,False,False,East Asia
Offshore wind power flexible dc power transmission system with energy consumption dc chopper,CN208571623,Active,CN,2018.0,2019.0,2018.0,2019.0,2028.0,Powerchina Huadong Engineering Corporation Limited,Powerchina Huadong Engineering Corporation Limited,True,False,False,False,False,False,False,False,False,False,False,False,East Asia
A kind of offshore wind turbine accessory members collar tie beam welding transmissions system,CN208556272,Active,CN,2018.0,2019.0,2018.0,2019.0,2028.0,"Jiangsu Hailing Heavy Equipment Technology Co., Ltd.","Jiangsu Hailing Heavy Equipment Technology Co., Ltd.",True,False,False,False,False,False,False,False,False,False,False,False,East Asia
A kind of landscape type ecological floating island,CN208561853,Active,CN,2018.0,2019.0,2018.0,2019.0,2028.0,Yangtze University,Yangtze University,True,False,False,False,False,False,False,False,False,False,False,False,East Asia
A kind of floater collection device,CN208563287,Active,CN,2018.0,2019.0,2018.0,2019.0,2028.0,"Sichuan Fuhai Ecological Environmental Protection Technology Co., Ltd.","Sichuan Fuhai Ecological Environmental Protection Technology Co., Ltd.",True,False,False,False,False,False,False,False,False,False,False,False,East Asia
The more leg jacket foundation structures of pile foundation gravity type offshore wind turbine height stake,CN208563362,Active,CN,2018.0,2019.0,2018.0,2019.0,2028.0,Powerchina Huadong Engineering Corporation Limited,Powerchina Huadong Engineering Corporation Limited,True,True,False,True,True,False,False,False,False,False,False,False,East Asia
A kind of semi-submersible type offshore wind turbine foundation platform,CN208564867,Active,CN,2018.0,2019.0,2018.0,2019.0,2028.0,"Ming Yang Smart Energy Group Co., Ltd.","Ming Yang Smart Energy Group Co., Ltd.",True,True,True,False,False,False,False,False,False,False,False,True,East Asia
A floating wind turbine and a method for the installation of such floating wind turbine,US20190078556,Active,US,2017.0,,2016.0,2019.0,2037.0,Stiesdal Offshore Technologies As,Stiesdal Offshore Technologies As,False,False,True,False,False,False,False,False,False,True,True,False,North America
The method for building up for offshore wind turbine transient model of being struck by lightning when salt mist environment,CN109408917,Active,CN,2018.0,,2018.0,2019.0,2038.0,Shanghai University Of Electric Power,Shanghai University Of Electric Power,True,False,False,False,False,False,False,False,False,False,False,False,East Asia
Sleeve parasol,CN109393679,Active,CN,2017.0,,2017.0,2019.0,2037.0,,,True,False,False,False,False,False,False,False,False,False,False,False,East Asia
A kind of liftable crane installed for wind-powered electricity generation and the hoistable platform for installing it,CN109399468,Active,CN,2017.0,,2017.0,2019.0,2037.0,Neptune Offshore Engineering Development Co Ltd,Neptune Offshore Engineering Development Co Ltd,True,True,False,False,False,False,False,False,False,False,False,False,East Asia
A kind of offshore wind farm blade repairing putty,CN109401411,Active,CN,2017.0,,2017.0,2019.0,2037.0,Marine Chemical Research Institute,Marine Chemical Research Institute,True,False,False,False,False,False,False,False,False,False,False,False,East Asia
A kind of offshore wind farm embedded type single-pile foundation and its construction method,CN109403318,Active,CN,2018.0,,2018.0,2019.0,2038.0,"Fujian Yongfu Power Engineering Co., Ltd.","Fujian Yongfu Power Engineering Co., Ltd.",True,True,False,False,False,True,False,False,False,False,False,False,East Asia
A kind of floating-type offshore wind power unit measuring device and its method,CN109406096,Expired,CN,2018.0,2020.0,2018.0,2019.0,2020.0,Dalian University Of Technology,Dalian University Of Technology,False,False,False,False,False,False,False,False,False,False,False,False,East Asia
Battery energy storage system and energy storage method,CN105552945,Active,CN,2016.0,2019.0,2016.0,2019.0,2036.0,,,True,True,False,False,False,False,False,False,False,False,False,False,East Asia
"A kind of multilayer tuned liquid damper, tld, tuned sloshing damper",CN106567591,Active,CN,2016.0,2019.0,2016.0,2019.0,2036.0,Tongji University,Tongji University,False,False,True,False,False,False,False,False,False,False,True,False,East Asia
Floating wind energy harvesting apparatus with improved maintenance,US10233909,Active,US,2016.0,2019.0,2015.0,2019.0,2036.0,Seatwirl Ab,Seatwirl Ab,False,False,True,False,False,False,False,False,False,False,False,False,North America
Multifunctional wind turbine / hydro turbine and their assembly for multiple applications and uses,US20190085819,Active,US,2017.0,,2016.0,2019.0,2037.0,Techsafe Global,Techsafe Global,False,True,False,False,False,False,False,False,False,False,False,False,North America
Movement inhibiting apparatus for floating offshore wind turbine and floating base used for offshore wind turbine,EP2796362,Active,EP,2012.0,2019.0,2011.0,2019.0,2032.0,Xinjiang Goldwind Science And Technology Co Ltd,Xinjiang Goldwind Science And Technology Co Ltd,False,True,True,False,False,True,False,False,False,False,False,False,Europe
Novel floating wind energy-wave energy combined power generation system,WO2019047194,Expired,WO,2017.0,,2017.0,2019.0,2020.0,Dalian University Of Technology,Dalian University Of Technology,True,False,True,False,False,False,False,False,False,False,False,True,Other
